course_id,title,title_url,image,summary,rating,review,duration,no_of_lectures,level_course,author,course_card_rating,price
,"Low Voltage Circuit Breaker Designing
Designing & Calculation of CBRating: 4.3 out of 5218 reviews1 total hour8 lecturesAll Levels",https://www.udemy.com/course/low-voltage-circuit-breaker-designing/,https://img-c.udemycdn.com/course/240x135/3488540_d43f_4.jpg,Designing & Calculation of CB,Rating: 4.3 out of 5,218 reviews,1 total hour,8 lectures,All Levels,Er. Sadiq Hussain,-218,Free
,"Adobe After Effects CC: Learn To Make Motion Graphics Now
Create motion graphics and animation videos for fun or Profit and get ready for success in Adobe After Effects CCRating: 4.2 out of 5216 reviews1 total hour7 lecturesBeginner",https://www.udemy.com/course/learn-basics-of-adobe-after-effects-cc-for-beginners/,https://img-c.udemycdn.com/course/240x135/434832_79aa_3.jpg,Create motion graphics and animation videos for fun or Profit and get ready for success in Adobe After Effects CC,Rating: 4.2 out of 5,216 reviews,1 total hour,7 lectures,Beginner,Pankaj Pankaj,-216,Free
,"Advertising Art Direction design techniques and planning
Become an art director by learning advanced design techniques, photo manipulation and UX best practices for the webRating: 4.6 out of 5215 reviews1.5 total hours81 lecturesAll Levels",https://www.udemy.com/course/advertising-art-direction-design-techniques-and-planning/,https://img-c.udemycdn.com/course/240x135/540512_1075_5.jpg,"Become an art director by learning advanced design techniques, photo manipulation and UX best practices for the web",Rating: 4.6 out of 5,215 reviews,1.5 total hours,81 lectures,All Levels,Tudor Mardar,-215,Free
,"Learn Figma for UI UX Design Within 1 Hour In 2023
Become UI/UX Designer in 2023. Use Figma to build career in UI Design, User Interface, User Experience design, UX DesignRating: 4.3 out of 5206 reviews1 total hour18 lecturesBeginner",https://www.udemy.com/course/figma-ui-ux-design-fundamental-course/,https://img-c.udemycdn.com/course/240x135/5127092_0e8e.jpg,"Become UI/UX Designer in 2023. Use Figma to build career in UI Design, User Interface, User Experience design, UX Design",Rating: 4.3 out of 5,206 reviews,1 total hour,18 lectures,Beginner,A F M Jamal Uddin,-206,Free
,"Free Hosted Website on GitPages and simple Git Guide
Explore how you can get started with GitHub create a hosted webpage from your repo and lots moreRating: 4.5 out of 5212 reviews44 total mins14 lecturesAll Levels",https://www.udemy.com/course/git-course-gitpages/,https://img-c.udemycdn.com/course/240x135/2771788_bdb8_2.jpg,Explore how you can get started with GitHub create a hosted webpage from your repo and lots more,Rating: 4.5 out of 5,212 reviews,44 total mins,14 lectures,All Levels,Laurence Svekis,-212,Free
,"Artistic Digital Portrait Painting
Concise and unique course on digitally painting photo-realistic portraits for beginners to advancedRating: 3.6 out of 5212 reviews1.5 total hours10 lecturesAll Levels",https://www.udemy.com/course/artistic-digital-portrait-painting/,https://img-c.udemycdn.com/course/240x135/2598420_21e5.jpg,Concise and unique course on digitally painting photo-realistic portraits for beginners to advanced,Rating: 3.6 out of 5,212 reviews,1.5 total hours,10 lectures,All Levels,EITCA Academy,-212,Free
,"Aero Theory with Wouter Remmerie
In this course you'll learn the basics of aerodynamics, the science of airflow!Rating: 4.3 out of 5211 reviews1 total hour18 lecturesAll Levels",https://www.udemy.com/course/aerodynamics/,https://img-c.udemycdn.com/course/240x135/2206434_8fde_2.jpg,"In this course you'll learn the basics of aerodynamics, the science of airflow!",Rating: 4.3 out of 5,211 reviews,1 total hour,18 lectures,All Levels,Wouter Remmerie,-211,Free
,"Understanding Images
From CMYK to Megapixels.Rating: 4.8 out of 5211 reviews1 total hour14 lecturesBeginner",https://www.udemy.com/course/understanding-images/,https://img-c.udemycdn.com/course/240x135/451780_e2aa_2.jpg,From CMYK to Megapixels.,Rating: 4.8 out of 5,211 reviews,1 total hour,14 lectures,Beginner,Kray Mitchell,-211,Free
,"Free Photopea Training - quick start course
Photopea free Adobe Photoshop alternative Project-based quick start course for beginnersRating: 4.3 out of 5208 reviews2 total hours16 lecturesAll Levels",https://www.udemy.com/course/free-photopea-training-quick-start-course/,https://img-c.udemycdn.com/course/240x135/3785624_c0bd_2.jpg,Photopea free Adobe Photoshop alternative Project-based quick start  course for beginners,Rating: 4.3 out of 5,208 reviews,2 total hours,16 lectures,All Levels,Mark Krukowski,-208,Free
,"Graphic design: top 6 fundamental rules to master design
Learn the fundamental rules of graphic designRating: 4.0 out of 5208 reviews44 total mins12 lecturesBeginner",https://www.udemy.com/course/top-6-fundamental-rules-to-master-design/,https://img-c.udemycdn.com/course/240x135/4554976_d7b4_4.jpg,Learn the fundamental rules of graphic design,Rating: 4.0 out of 5,208 reviews,44 total mins,12 lectures,Beginner,Mahmoud Abd El-Raouf,-208,Free
,"Construct 2 - Your first game.
Game creation without needing to know any code.Rating: 4.7 out of 5205 reviews3.5 total hours29 lecturesBeginner",https://www.udemy.com/course/construct-2-your-first-game/,https://img-c.udemycdn.com/course/240x135/1318212_5c96_2.jpg,Game creation without needing to know any code.,Rating: 4.7 out of 5,205 reviews,3.5 total hours,29 lectures,Beginner,Jeff Bathurst,-205,Free
,"Designing Flat Icons Using Powerpoint
Learn to design flat icons without any skills easilyRating: 3.6 out of 5201 reviews40 total mins17 lecturesAll Levels",https://www.udemy.com/course/designing-flat-icons-using-powerpoint/,https://img-c.udemycdn.com/course/240x135/1023432_2b5d_2.jpg,Learn to design flat icons without any skills easily,Rating: 3.6 out of 5,201 reviews,40 total mins,17 lectures,All Levels,Nitin Verma,-201,Free
,"Design Theory Adapted for Canva: Create 3 Amazing Designs
Learn and Apply Design Theory TODAY using CanvaRating: 4.7 out of 5201 reviews1 total hour10 lecturesAll Levels",https://www.udemy.com/course/design-theory-adapted-for-canva/,https://img-c.udemycdn.com/course/240x135/1752632_5f43_7.jpg,Learn and Apply Design Theory TODAY using Canva,Rating: 4.7 out of 5,201 reviews,1 total hour,10 lectures,All Levels,Jennifer Price,-201,Free
,"Running a 3D Modeling/Animation Business
Turning your talent in 3D into an income for you is possible as a freelancer or (even better) as a small business owner.Rating: 4.1 out of 5201 reviews2.5 total hours29 lecturesAll Levels",https://www.udemy.com/course/running-a-3d-business/,https://img-c.udemycdn.com/course/240x135/369058_2f10_4.jpg,Turning your talent in 3D into an income for you is possible as a freelancer or (even better) as a small business owner.,Rating: 4.1 out of 5,201 reviews,2.5 total hours,29 lectures,All Levels,Sam Lytle,-201,Free
,"Game Asset Creation With Houdini
Season 2.5Rating: 4.8 out of 5198 reviews6.5 total hours38 lecturesAll Levels",https://www.udemy.com/course/game-asset-creation-with-houdini-c/,https://img-c.udemycdn.com/course/240x135/2226532_5a4c.jpg,Season 2.5,Rating: 4.8 out of 5,198 reviews,6.5 total hours,38 lectures,All Levels,Richard Banks,-198,Free
,"How to Create a Website using Bootstrap 4
Create a multiple page website using BootstrapRating: 4.7 out of 5198 reviews2 total hours28 lecturesBeginner",https://www.udemy.com/course/learn-bootstrap-4/,https://img-c.udemycdn.com/course/240x135/1390744_8553.jpg,Create a multiple page website using Bootstrap,Rating: 4.7 out of 5,198 reviews,2 total hours,28 lectures,Beginner,Laurence Svekis,-198,Free
,"Clean video reveal project in After Effects
Create a real-life After Effects project and use it for your videos! Learn After Effects basics along the way!Rating: 4.4 out of 5197 reviews36 total mins13 lecturesBeginner",https://www.udemy.com/course/video-reveal-in-after-effects/,https://img-c.udemycdn.com/course/240x135/1108072_b9ef.jpg,Create a real-life After Effects project and use it for your videos! Learn After Effects basics along the way!,Rating: 4.4 out of 5,197 reviews,36 total mins,13 lectures,Beginner,Andrew Pach,-197,Free
,"WordPress Website in a Weekend
Step by Step training for the complete beginnerRating: 3.6 out of 5195 reviews2.5 total hours8 lecturesBeginner",https://www.udemy.com/course/how-to-build-a-wordpress-website-in-a-weekend/,https://img-c.udemycdn.com/course/240x135/35935_ff1d_7.jpg,Step by Step training for the complete beginner,Rating: 3.6 out of 5,195 reviews,2.5 total hours,8 lectures,Beginner,Chris Badgett,-195,Free
,"Structural Frame Design & Weldments Using Solid Edge 3D CAD
Design Rigid Frame Structures for Machinery and Process Equipment - Creo - Solidworks - Fusion 360 - AutoCad - BlenderRating: 4.6 out of 5195 reviews4 total hours55 lecturesBeginner",https://www.udemy.com/course/framedesign/,https://img-c.udemycdn.com/course/240x135/2266746_f631_2.jpg,Design Rigid Frame Structures  for Machinery and Process Equipment - Creo - Solidworks - Fusion 360 - AutoCad - Blender,Rating: 4.6 out of 5,195 reviews,4 total hours,55 lectures,Beginner,John Devitry,-195,Free
,"The Essential ArtRage Guide | An Artist's Tutorial
Become a Graphic DesignerRating: 4.7 out of 5190 reviews1 total hour15 lecturesAll Levels",https://www.udemy.com/course/the-essential-artrage-guide-an-artists-tutorial-q/,https://img-c.udemycdn.com/course/240x135/1946164_9e97.jpg,Become a Graphic Designer,Rating: 4.7 out of 5,190 reviews,1 total hour,15 lectures,All Levels,Matthew Dewey,-190,Free
,"Create Instant Facial Animations & 3D Heads
Quickly create professional-level, facial animations with no prior experience.Rating: 4.7 out of 5190 reviews4.5 total hours14 lecturesAll Levels",https://www.udemy.com/course/create-instant-3d-heads-facial-animations/,https://img-c.udemycdn.com/course/240x135/781896_8962.jpg,"Quickly create professional-level, facial animations with no prior experience.",Rating: 4.7 out of 5,190 reviews,4.5 total hours,14 lectures,All Levels,Reallusion Inc,-190,Free
,"How To Make a WordPress Website in 1 Hour | 2019
Easily Create Your Very Own Website in Just Over 1 Hour Using the Elementor Page Builder and Free Templates.Rating: 4.0 out of 5190 reviews1.5 total hours21 lecturesBeginner",https://www.udemy.com/course/how-to-make-a-wordpress-website-in-1-hour-2018/,https://img-c.udemycdn.com/course/240x135/1827822_a0c6.jpg,Easily Create Your Very Own Website in Just Over 1 Hour Using the Elementor Page Builder and Free Templates.,Rating: 4.0 out of 5,190 reviews,1.5 total hours,21 lectures,Beginner,Isaac Blencowe,-190,Free
,"Revit MEP Tips (English)
Some modeling tips in Revit - MEPRating: 4.0 out of 5189 reviews1 total hour28 lecturesBeginner",https://www.udemy.com/course/dx-system-design-using-revit-mep-2014/,https://img-c.udemycdn.com/course/240x135/683960_9420_3.jpg,Some modeling tips in Revit - MEP,Rating: 4.0 out of 5,189 reviews,1 total hour,28 lectures,Beginner,Samaah Sultaan,-189,Free
,"Generate 3D Facial Animations: Motion Capture for Everyone
Create professional-level, 3D facial animations with a PC webcam, without any prior experience.Rating: 4.4 out of 5189 reviews2 total hours12 lecturesAll Levels",https://www.udemy.com/course/generate-3d-facial-animations-motion-capture-for-everyone/,https://img-c.udemycdn.com/course/240x135/1400102_42c4.jpg,"Create professional-level, 3D facial animations with a PC webcam, without any prior experience.",Rating: 4.4 out of 5,189 reviews,2 total hours,12 lectures,All Levels,Reallusion Inc,-189,Free
,"Charging Infrastructure for Electric Vehicles
Installation and MaintenanceRating: 4.3 out of 5189 reviews2 total hours8 lecturesBeginner",https://www.udemy.com/course/charging-infrastructure-for-electric-vehicles/,https://img-c.udemycdn.com/course/240x135/3768492_2828.jpg,Installation and Maintenance,Rating: 4.3 out of 5,189 reviews,2 total hours,8 lectures,Beginner,Dinesh M. Chandwadkar,-189,Free
,"Storyboarding for Beginners
Free, in-depth walk-through of the free, open-source tool Storyboarder for the pre-production storyboarding of any film.Rating: 4.3 out of 5189 reviews1.5 total hours15 lecturesAll Levels",https://www.udemy.com/course/storyboarding-for-beginners/,https://img-c.udemycdn.com/course/240x135/2832114_e70f.jpg,"Free, in-depth walk-through of the free, open-source tool Storyboarder for the pre-production storyboarding of any film.",Rating: 4.3 out of 5,189 reviews,1.5 total hours,15 lectures,All Levels,Vicki Lau,-189,Free
,"Step by step cartoon drawings for kids
Learn step by step how to draw people, animals and objects.Rating: 4.4 out of 5188 reviews1 total hour31 lecturesBeginner",https://www.udemy.com/course/cartoon-drawings-for-children/,https://img-c.udemycdn.com/course/240x135/1162240_d83b_3.jpg,"Learn step by step how to draw people, animals and objects.",Rating: 4.4 out of 5,188 reviews,1 total hour,31 lectures,Beginner,Muammer Olcay,-188,Free
,"Graphic Design for Entrepreneurs...Who Can't Draw
Not an artist? Perfect! You don't need to learn Photoshop to make stunning graphics, banners, ads, etc. easily!Rating: 4.4 out of 5188 reviews1.5 total hours13 lecturesBeginner",https://www.udemy.com/course/graphic-design-for-entrepreneurswho-cant-draw/,https://img-c.udemycdn.com/course/240x135/77532_417d_7.jpg,"Not an artist? Perfect! You don't need to learn Photoshop to make stunning graphics, banners, ads, etc. easily!",Rating: 4.4 out of 5,188 reviews,1.5 total hours,13 lectures,Beginner,Steve Cherubino,-188,Free
,"VSD - A complete guide to install Openlane and Sky130nm PDK
Another step towards freedom in IC design!!Rating: 3.7 out of 5187 reviews39 total mins5 lecturesIntermediate",https://www.udemy.com/course/vsd-a-complete-guide-to-install-openlane-and-sky130nm-pdk/,https://img-c.udemycdn.com/course/240x135/3465268_46c1.jpg,Another step towards freedom in IC design!!,Rating: 3.7 out of 5,187 reviews,39 total mins,5 lectures,Intermediate,"Kunal Ghosh, Nickson Jose",-187,Free
,"Design Tickets and Vouchers in Photoshop and Illustrator
Learn how to design printable promotional materials in Photoshop and IllustratorRating: 4.6 out of 5184 reviews2.5 total hours16 lecturesBeginner",https://www.udemy.com/course/design-tickets-and-vouchers-in-photoshop-and-illustrator/,https://img-c.udemycdn.com/course/240x135/1226182_f47e_4.jpg,Learn how to design printable promotional materials in Photoshop and Illustrator,Rating: 4.6 out of 5,184 reviews,2.5 total hours,16 lectures,Beginner,Jestoni Esteban,-184,Free
,"After Effects: House of Cards Title Card Animation
Learn how to re-create the animated House of Card title card in Adobe After Effects.Rating: 4.4 out of 5183 reviews41 total mins8 lecturesIntermediate",https://www.udemy.com/course/after-effects-tutorial-house-of-cards/,https://img-c.udemycdn.com/course/240x135/867136_8d55_2.jpg,Learn how to re-create the animated House of Card title card in Adobe After Effects.,Rating: 4.4 out of 5,183 reviews,41 total mins,8 lectures,Intermediate,"Phil Ebiner, Video School",-183,Free
,"Learn the Basics of Sketchup for Beginners
Learn how to do basics of Modelling, Texturing, Grouping, Making Scenes, Making Presentation Layout, Giving DimensionsRating: 4.4 out of 5182 reviews1.5 total hours14 lecturesBeginner",https://www.udemy.com/course/learn-the-basics-of-sketchup-for-beginners/,https://img-c.udemycdn.com/course/240x135/3740950_d55d.jpg,"Learn how to do basics of Modelling, Texturing, Grouping, Making Scenes, Making Presentation Layout, Giving Dimensions",Rating: 4.4 out of 5,182 reviews,1.5 total hours,14 lectures,Beginner,Sixon C Sunny,-182,Free
